"Term","WordNet Category","Synset Definition","Frequency","Synset Example"
"purge","social","oust politically","2"," ""Deng Xiao Ping was purged several times throughout his lifetime"""
"pursue","social","carry out or participate in an activity","5"," be involved in; ""She pursued many activities""; ""They engaged in a discussion"""
"push","social","strive and make an effort to reach a goal","7"," ""She tugged for years to make a decent living""; ""We have to push a little to make the deadline!""; ""She is driving away at her doctoral thesis"""
"put_away","social","lock up or confine, in or as in a jail","3"," ""The suspects were imprisoned without trial""; ""the murderer was incarcerated for the rest of his life"""
"put_behind_bars","social","lock up or confine, in or as in a jail","1"," ""The suspects were imprisoned without trial""; ""the murderer was incarcerated for the rest of his life"""
"put_forward","social","insist on having one's opinions and rights recognized","2"," ""Women should assert themselves more!"""
"put_on_airs","social","act like the master of","1"," ""He is lording it over the students"""
"put_on_the_line","social","expose to a chance of loss or damage","1"," ""We risked losing a lot of money in this venture""; ""Why risk your life?""; ""She laid her job on the line when she told the boss that he was wrong"""
"put_out","social","to cause inconvenience or discomfort to","5"," ""Sorry to trouble you, but..."""
"put_to_death","social","kill as a means of socially sanctioned punishment","2"," ""In some states, criminals are executed"""
"put_to_work","social","cause to work","2"," ""he is working his servants hard"""
"put_up","social","mount or put up","7"," ""put up a good fight""; ""offer resistance"""
"putter","social","work lightly","1"," ""The old lady is pottering around in the garden"""
"quarter","social","pull (a person) apart with four horses tied to his extremities, so as to execute him","1"," ""in the old days, people were drawn and quartered for certain crimes"""
"quash","social","put down by force or intimidation","2"," ""The government quashes any attempt of an uprising""; ""China keeps down her dissidents very efficiently""; ""The rich landowners subjugated the peasants working the land"""
"queen","social","promote to a queen, as of a pawn in chess","1","promote to a queen, as of a pawn in chess"
"queen_it_over","social","act like the master of","1"," ""He is lording it over the students"""
"queer","social","hinder or prevent (the efforts, plans, or desires) of","1"," ""What ultimately frustrated every challenger was Ruth's amazing September surge""; ""foil your opponent"""
"quench","social","electronics: suppress (sparking) when the current is cut off in an inductive circuit, or suppress (an oscillation or discharge) in a component or device","2","electronics: suppress (sparking) when the current is cut off in an inductive circuit, or suppress (an oscillation or discharge) in a component or device"
"quit","social","give up or retire from a position","4"," ""The Secretary of the Navy will leave office next month""; ""The chairman resigned over the financial scandal"""
"race","social","to work as fast as possible towards a goal, sometimes in competition with others","3"," ""We are racing to find a cure for AIDS"""
"rack","social","put on a rack and pinion","3"," ""rack a camera"""
"racket","social","celebrate noisily, often indulging in drinking","1"," engage in uproarious festivities; ""The members of the wedding party made merry all night""; ""Let's whoop it up--the boss is gone!"""
"racketeer","social","carry on illegal business activities involving crime","1","carry on illegal business activities involving crime"
"raid","social","search without warning, make a sudden surprise attack on","3"," ""The police raided the crack house"""
"railroad","social","compel by coercion, threats, or crude means","1"," ""They sandbagged him to make dinner for everyone"""
"rain_out","social","prevent or interrupt due to rain","1"," ""The storm had washed out the game"""
"raise","social","bring up","14"," ""raise a family""; ""bring up children"""
"rampage","social","act violently, recklessly, or destructively","1","act violently, recklessly, or destructively"
"ranch","social","manage or run a ranch","1"," ""Her husband is ranching in Arizona"""
"rape","social","force (someone) to have sex against their will","2"," ""The woman was raped on her way home at night"""
"rat","social","desert one's party or group of friends, for example, for one's personal advantage","1","desert one's party or group of friends, for example, for one's personal advantage"
"ratify","social","approve and express assent, responsibility, or obligation","2"," ""All parties ratified the peace treaty""; ""Have you signed your contract yet?"""
"rave","social","participate in an all-night techno dance party","1","participate in an all-night techno dance party"
"ravish","social","force (someone) to have sex against their will","1"," ""The woman was raped on her way home at night"""
"reach","social","to gain with effort","9"," ""she achieved her goal despite setbacks"""
"react","social","act against or in opposition to","4"," ""She reacts negatively to everything I say"""
"readmit","social","admit anew","1"," ""The refugee was readmitted into his home country"""
"rear","social","bring up","4"," ""raise a family""; ""bring up children"""
"reassign","social","transfer somebody to a different position or location of work","2","transfer somebody to a different position or location of work"
"rebel","social","take part in a rebellion","3"," renounce a former allegiance"
"rebury","social","bury again","1"," ""After the king's body had been exhumed and tested to traces of poison, it was reburied in the same spot"""
"recall","social","make unavailable","6"," bar from sale or distribution; ""The company recalled the product when it was found to be faulty"""
"receive","social","have or give a reception","10"," ""The lady is receiving Sunday morning"""
"reciprocate","social","act, feel, or give mutually or in return","1"," ""We always invite the neighbors and they never reciprocate!"""
"recognise","social","show approval or appreciation of","1"," ""My work is not recognized by anybody!""; ""The best student was recognized by the Dean"""
"recognize","social","grant credentials to","8"," ""The Regents officially recognized the new educational institution""; ""recognize an academic degree"""
"recoil","social","come back to the originator of an action with an undesired effect","2"," ""Your comments may backfire and cause you a lot of trouble"""
"recommit","social","commit once again, as of a crime","1","commit once again, as of a crime"
"reconstruct","social","return to its original or usable and functioning condition","4"," ""restore the forest to its original pristine condition"""
"recreate","social","engage in recreational activities rather than work","2"," occupy oneself in a diversion; ""On weekends I play""; ""The students all recreate alike"""
"recruit","social","register formally as a participant or member","4"," ""The party recruited many new members"""
"recur","social","have recourse to","3"," ""The government resorted to rationing meat"""
"redeem","social","save from sins","2","save from sins"
"redline","social","discriminate in selling or renting housing in certain areas of a neighborhood","1","discriminate in selling or renting housing in certain areas of a neighborhood"
"redress","social","make reparations or amends for","2"," ""right a wrongs done to the victims of the Holocaust"""
"reduce","social","bring to humbler or weaker state or condition","12"," ""He reduced the population to slavery"""
"reelect","social","elect again","2","elect again"
"reenact","social","enact again","3"," ""Congress reenacted the law"""
"reestablish","social","bring back into original existence, use, function, or position","2"," ""restore law and order""; ""reestablish peace in the region""; ""restore the emperor to the throne"""
"refuse","social","refuse entrance or membership","5"," ""They turned away hundreds of fans""; ""Black people were often rejected by country clubs"""
"regiment","social","subject to rigid discipline, order, and systematization","2"," ""regiment one's children"""
"register","social","record in writing","7"," enter into a book of names or events or transactions"
"regroup","social","organize anew, as after a setback","2","organize anew, as after a setback"
"regularise","social","bring into conformity with rules or principles or usage","1"," impose regulations; ""We cannot regulate the way people dress""; ""This town likes to regulate"""
"regularize","social","bring into conformity with rules or principles or usage","1"," impose regulations; ""We cannot regulate the way people dress""; ""This town likes to regulate"""
"regulate","social","bring into conformity with rules or principles or usage","4"," impose regulations; ""We cannot regulate the way people dress""; ""This town likes to regulate"""
"rehabilitate","social","help to readapt, as to a former state of health or good repute","2"," ""The prisoner was successfully rehabilitated""; ""After a year in the mental clinic, the patient is now rehabilitated"""
"rehear","social","hear or try a court case anew","1","hear or try a court case anew"
"rehouse","social","put up in a new or different housing","1","put up in a new or different housing"
"reign","social","have sovereign power","3"," ""Henry VIII reigned for a long time"""
"rein","social","control and direct with or as if by reins","2"," ""rein a horse"""
"rein_in","social","control and direct with or as if by reins","2"," ""rein a horse"""
"reinstate","social","restore to the previous state or rank","2","restore to the previous state or rank"
"reissue","social","issue (a new version of)","2"," ""if you forget your password, it can be changed and reissued"""
"reject","social","refuse entrance or membership","5"," ""They turned away hundreds of fans""; ""Black people were often rejected by country clubs"""
"rejoin","social","join again","3","join again"
"relate","social","have or establish a relationship to","6"," ""She relates well to her peers"""
"relax","social","become less tense, less formal, or less restrained, and assume a friendlier manner","5"," ""our new colleague relaxed when he saw that we were a friendly group"""
"release","social","grant freedom to","8"," free from confinement"
"relegate","social","refer to another person for decision or judgment","3"," ""She likes to relegate difficult questions to her colleagues"""
"relieve","social","free someone temporarily from his or her obligations","8","free someone temporarily from his or her obligations"
"relinquish","social","do without or cease to hold or adhere to","2"," ""We are dispensing with formalities""; ""relinquish the old ideas"""
"remand","social","lock up or confine, in or as in a jail","2"," ""The suspects were imprisoned without trial""; ""the murderer was incarcerated for the rest of his life"""
"remarry","social","marry, not for the first time","2"," ""After her divorce, she remarried her high school sweetheart"""
"remember_oneself","social","recover one's good manners after a lapse or stop behaving badly","1"," ""Please remember yourself, Charles!"""
"remove","social","remove from a position or an office","7","remove from a position or an office"
"rename","social","name again or anew","2"," ""He was renamed Minister of the Interior"""
"rendezvous","social","meet at a rendezvous","1","meet at a rendezvous"
"renegade","social","break with established customs","1","break with established customs"
"renounce","social","give up, such as power, as of monarchs and emperors, or duties and obligations","1"," ""The King abdicated when he married a divorcee"""
"rent","social","let for money","4"," ""We rented our apartment to friends while we were abroad"""
"reorganise","social","organize anew, as after a setback","1","organize anew, as after a setback"
"reorganize","social","organize anew","3"," ""We must reorganize the company if we don't want to go under"""
"repatriate","social","send someone back to his homeland against his will, as of refugees","1","send someone back to his homeland against his will, as of refugees"
"repeat","social","do over","6"," ""They would like to take it over again"""
"replace","social","take the place or move into the position of","5"," ""Smith replaced Miller as CEO after Miller left""; ""the computer has supplanted the slide rule""; ""Mary replaced Susan as the team's captain and the highest-ranked player in the school"""
"represent","social","be representative or typical for","11"," ""This period is represented by Beethoven"""
"repress","social","put down by force or intimidation","2"," ""The government quashes any attempt of an uprising""; ""China keeps down her dissidents very efficiently""; ""The rich landowners subjugated the peasants working the land"""
"reprieve","social","relieve temporarily","1","relieve temporarily"
"rescue","social","free from harm or evil","2","free from harm or evil"
"reserve","social","arrange for and reserve (something for someone else) in advance","4"," ""reserve me a seat on a flight""; ""The agent booked tickets to the show for the whole family""; ""please hold a table at Maxim's"""
"resign","social","leave (a job, post, or position) voluntarily","2"," ""She vacated the position when she got pregnant""; ""The chairman resigned when he was found to have misappropriated funds"""
"resile","social","pull out from an agreement, contract, statement, etc.","1"," ""The landlord cannot resile from the lease"""
"resist","social","express opposition through action or words","5"," ""dissent to the laws of the country"""
"resort","social","have recourse to","2"," ""The government resorted to rationing meat"""
"respect","social","show respect towards","3"," ""honor your parents!"""
"rest","social","be inactive, refrain from acting","11"," ""The committee is resting over the summer"""
"restore","social","return to its original or usable and functioning condition","5"," ""restore the forest to its original pristine condition"""
"restrain","social","keep under control","5"," keep in check; ""suppress a smile""; ""Keep your temper""; ""keep your cool"""
"restrict","social","place under restrictions","5"," limit access to; ""This substance is controlled"""
"resume","social","assume anew","4"," ""resume a title""; ""resume an office""; ""resume one's duties"""
"retain","social","allow to remain in a place or position or maintain a property or feature","4"," ""We cannot continue several servants any longer""; ""She retains a lawyer""; ""The family's fortune waned and they could not keep their household staff""; ""Our grant has run out and we cannot keep you on""; ""We kept the work going as long as we could""; ""She retained her composure""; ""this garment retains its shape even after many washings"""
"reticulate","social","distribute by a network, as of water or electricity","1","distribute by a network, as of water or electricity"
"retire","social","go into retirement","8"," stop performing one's work or withdraw from one's position; ""He retired at age 68"""
"retool","social","revise or reorganize, especially for the purpose of updating and improving","1"," ""We must retool the town's economy"""
"retry","social","hear or try a court case anew","1","hear or try a court case anew"
"return","social","elect again","12","elect again"
"reunify","social","unify again, as of a country","1"," ""Will Korea reunify?"""
"reunite","social","have a reunion","3"," unite again"
"revel","social","celebrate noisily, often indulging in drinking","2"," engage in uproarious festivities; ""The members of the wedding party made merry all night""; ""Let's whoop it up--the boss is gone!"""
"revise","social","revise or reorganize, especially for the purpose of updating and improving","3"," ""We must retool the town's economy"""
"revolt","social","make revolution","1"," ""The people revolted when bread prices tripled again"""
"revolutionize","social","overthrow by a revolution, of governments","2","overthrow by a revolution, of governments"
"reward","social","bestow honor or rewards upon","3"," ""Today we honor our soldiers""; ""The scout was rewarded for courageous action"""
"ride_roughshod","social","treat inconsiderately or harshly","1","treat inconsiderately or harshly"
"ride_the_bench","social","be out of the game","2"," ""Miller was riding the bench in Saturday's game"""
"rig","social","arrange the outcome of by means of deceit","4"," ""rig an election"""
"right","social","make reparations or amends for","1"," ""right a wrongs done to the victims of the Holocaust"""
"riot","social","take part in a riot","1"," disturb the public peace by engaging in a riot; ""Students were rioting everywhere in 1968"""
"rip_off","social","deprive somebody of something by deceit","1"," ""The con-man beat me out of $50""; ""This salesman ripped us off!""; ""we were cheated by their clever-sounding scheme""; ""They chiseled me out of my money"""
"rise","social","take part in a rebellion","17"," renounce a former allegiance"
"rise_up","social","take part in a rebellion","2"," renounce a former allegiance"
"risk","social","expose to a chance of loss or damage","3"," ""We risked losing a lot of money in this venture""; ""Why risk your life?""; ""She laid her job on the line when she told the boss that he was wrong"""
"roister","social","engage in boisterous, drunken merrymaking","1"," ""They were out carousing last night"""
"romance","social","make amorous advances towards","1"," ""John is courting Mary"""
"rook","social","deprive of by deceit","1"," ""He swindled me out of my inheritance""; ""She defrauded the customers who trusted her""; ""the cashier gypped me when he gave me too little change"""
"rotate","social","exchange on a regular basis","4"," ""We rotate the lead soprano every night"""
"rough-house","social","treat in a rough or boisterous manner","1","treat in a rough or boisterous manner"
"rub_along","social","manage one's existence barely","1"," ""I guess I can squeeze by on this lousy salary"""
"rubricate","social","place in the church calendar as a red-letter day honoring a saint","1"," ""She was rubricated by the pope"""
"ruin","social","destroy or cause to fail","2"," ""This behavior will ruin your chances of winning the election"""
"rule","social","exercise authority over","5"," as of nations; ""Who is governing the country now?"""
"rumpus","social","cause a disturbance","1","cause a disturbance"
"run","social","direct or control","30"," projects, businesses, etc.; ""She is running a relief operation in the Sudan"""
"run_a_risk","social","take a risk in the hope of a favorable outcome","2"," ""When you buy these stocks you are gambling"""
"run_afoul","social","go against, as of rules and laws","1"," ""He ran afoul of the law""; ""This behavior conflicts with our rules"""
"run_down","social","trace","6"," ""We are running down a few tips"""
"run_roughshod","social","treat inconsiderately or harshly","2","treat inconsiderately or harshly"
"rusticate","social","send to the country","1"," ""He was rusticated for his bad behavior"""
"sabotage","social","destroy property or hinder normal operations","1"," ""The Resistance sabotaged railroad operations during the war"""
"sack","social","terminate the employment of","2"," discharge from an office or position; ""The boss fired his secretary today""; ""The company terminated 25% of its workers"""
"sail_through","social","succeed at easily","1"," ""She sailed through her exams""; ""You will pass with flying colors""; ""She nailed her astrophysics course"""
"salvage","social","save from ruin, destruction, or harm","2","save from ruin, destruction, or harm"
"salve","social","save from ruin, destruction, or harm","1","save from ruin, destruction, or harm"
"sanction","social","give authority or permission to","3","give authority or permission to"
"sandbag","social","treat harshly or unfairly","1","treat harshly or unfairly"
"satisfice","social","decide on and pursue a course of action satisfying the minimum requirements to achieve a goal","1"," ""optimization requires processes that are more complex than those needed to merely satisfice"""
"satisfise","social","decide on and pursue a course of action satisfying the minimum requirements to achieve a goal","1"," ""optimization requires processes that are more complex than those needed to merely satisfice"""
"sauce","social","behave saucily or impudently towards","1","behave saucily or impudently towards"
"save","social","save from ruin, destruction, or harm","11","save from ruin, destruction, or harm"
"scab","social","take the place of work of someone on strike","2","take the place of work of someone on strike"
"scam","social","deprive of by deceit","1"," ""He swindled me out of my inheritance""; ""She defrauded the customers who trusted her""; ""the cashier gypped me when he gave me too little change"""
"scant","social","work hastily or carelessly","1"," deal with inadequately and superficially"
"school","social","educate in or as if in a school","2"," ""The children are schooled at great cost to their parents in private institutions"""
"scotch","social","hinder or prevent (the efforts, plans, or desires) of","1"," ""What ultimately frustrated every challenger was Ruth's amazing September surge""; ""foil your opponent"""
"scourge","social","punish severely","1"," excoriate"
"scrape_along","social","manage one's existence barely","1"," ""I guess I can squeeze by on this lousy salary"""
"scrape_by","social","manage one's existence barely","1"," ""I guess I can squeeze by on this lousy salary"""
"scratch","social","postpone indefinitely or annul something that was scheduled","4"," ""Call off the engagement""; ""cancel the dinner party""; ""we had to scrub our vacation plans""; ""scratch that meeting--the chair is ill"""
"scratch_along","social","manage one's existence barely","1"," ""I guess I can squeeze by on this lousy salary"""
"screen","social","test or examine for the presence of disease or infection","3"," ""screen the blood for the HIV virus"""
"screen_out","social","examine in order to test suitability","1"," ""screen these samples""; ""screen the job applicants"""
"screw_up","social","make a mess of, destroy or ruin","2"," ""I botched the dinner and we had to eat out""; ""the pianist screwed up the difficult passage in the second movement"""
"scrimshank","social","British military language: avoid work","1","British military language: avoid work"
"scrub","social","postpone indefinitely or annul something that was scheduled","3"," ""Call off the engagement""; ""cancel the dinner party""; ""we had to scrub our vacation plans""; ""scratch that meeting--the chair is ill"""
"seat","social","place ceremoniously or formally in an office or position","4"," ""there was a ceremony to induct the president of the Academy"""
"secede","social","withdraw from an organization or communion","2"," ""After the break up of the Soviet Union, many republics broke away"""
"second","social","give support or one's approval to","1"," ""I'll second that motion""; ""I can't back this plan""; ""endorse a new project"""
"sectionalise","social","divide into sections, especially into geographic sections","1"," ""sectionalize a country"""
"sectionalize","social","divide into sections, especially into geographic sections","1"," ""sectionalize a country"""
"see","social","go to see for professional or business reasons","19"," ""You should see a lawyer""; ""We had to see a psychiatrist"""
"seek","social","make an effort or attempt","4"," ""He tried to shake off his fears""; ""The infant had essayed a few wobbly steps""; ""The police attempted to stop the thief""; ""He sought to improve himself""; ""She always seeks to do good in the world"""
"segregate","social","separate by race or religion","2"," practice a policy of racial segregation; ""This neighborhood is segregated""; ""We don't segregate in this county"""
"sell","social","deliver to an enemy by treachery","6"," ""Judas sold Jesus""; ""The spy betrayed his country"""
"send_away","social","stop associating with","2"," ""They dropped her after she had a child out of wedlock"""
"send_down","social","suspend temporarily from college or university, in England","1","suspend temporarily from college or university, in England"
"send_in","social","give one's name or calling card to a servant when making a formal visit","2","give one's name or calling card to a servant when making a formal visit"
"send_packing","social","stop associating with","1"," ""They dropped her after she had a child out of wedlock"""
"separate","social","separate into parts or portions","11"," ""divide the cake into three equal parts""; ""The British carved up the Ottoman Empire after World War I"""
"serve","social","be used by","12"," as of a utility; ""The sewage plant served the neighboring communities""; ""The garage served to shelter his horses"""
"service","social","be used by","3"," as of a utility; ""The sewage plant served the neighboring communities""; ""The garage served to shelter his horses"""
"set_about","social","begin to deal with","3"," ""approach a task""; ""go about a difficult problem""; ""approach a new project"""
"set_back","social","slow down the progress of","3"," hinder; ""His late start set him back"""
"set_free","social","grant freedom to","1"," ""The students liberated their slaves upon graduating from the university"""
"set_up","social","set up or found","11"," ""She set up a literacy program"""
"shake_up","social","organize anew","2"," ""We must reorganize the company if we don't want to go under"""
"shamanise","social","practice shamanism","1","practice shamanism"
"shamanize","social","practice shamanism","1","practice shamanism"
"shame","social","bring shame or dishonor upon","2"," ""he dishonored his family by committing a serious crime"""
"shark","social","play the shark","1"," act with trickery"
"shepherd","social","watch over like a shepherd, as a teacher of her pupils","2","watch over like a shepherd, as a teacher of her pupils"
"shill","social","act as a shill","1"," ""The shill bid for the expensive carpet during the auction in order to drive the price up"""
"ship","social","hire for work on a ship","2","hire for work on a ship"
"shipwreck","social","ruin utterly","1"," ""You have shipwrecked my career"""
"shirk","social","avoid (one's assigned duties)","2"," ""The derelict soldier shirked his duties"""
"shoot","social","kill by firing a missile","10","kill by firing a missile"
"shoot_down","social","thwart the passage of","3"," ""kill a motion""; ""he shot down the student's proposal"""
"shop","social","do one's shopping at","3"," do business with; be a customer or client of"
"shop_at","social","do one's shopping at","2"," do business with; be a customer or client of"
"short","social","cheat someone by not returning him enough money","1","cheat someone by not returning him enough money"
"short-change","social","cheat someone by not returning him enough money","2","cheat someone by not returning him enough money"
"short-circuit","social","hamper the progress of","1"," impede; ""short-circuit warm feelings"""
"shrink_from","social","avoid (one's assigned duties)","2"," ""The derelict soldier shirked his duties"""
"shun","social","expel from a community or group","2","expel from a community or group"
"shut","social","prevent from entering","4"," shut out; ""The trees were shutting out all sunlight""; ""This policy excludes people who have a criminal record from entering the country"""
"shut_down","social","cease to operate or cause to cease operating","2"," ""The owners decided to move and to close the factory""; ""My business closes every night at 8 P.M.""; ""close up the shop"""
"shut_out","social","prevent from entering","2"," shut out; ""The trees were shutting out all sunlight""; ""This policy excludes people who have a criminal record from entering the country"""
"sideline","social","remove from the center of activity or attention","1"," place into an inferior position; ""The outspoken cabinet member was sidelined by the President"""
"sieve","social","examine in order to test suitability","1"," ""screen these samples""; ""screen the job applicants"""
"sign","social","approve and express assent, responsibility, or obligation","6"," ""All parties ratified the peace treaty""; ""Have you signed your contract yet?"""
"sign_on","social","engage by written agreement","1"," ""They signed two new pitchers for the next season"""
"sign_up","social","engage by written agreement","3"," ""They signed two new pitchers for the next season"""
"sin","social","commit a sin","2"," violate a law of God or a moral law"
"single_out","social","treat differently on the basis of sex or race","3","treat differently on the basis of sex or race"
"sit","social","work or act as a baby-sitter","7"," ""I cannot baby-sit tonight; I have too much homework to do"""
"sit_back","social","be inactive or indifferent while something is happening","3"," ""Don't just sit by while your rights are violated!"""
"sit_by","social","be inactive or indifferent while something is happening","2"," ""Don't just sit by while your rights are violated!"""
"sit_in","social","participate in an act of civil disobedience","1","participate in an act of civil disobedience"
"skate_over","social","treat hurriedly or avoid dealing with properly","2","treat hurriedly or avoid dealing with properly"
"skimp","social","work hastily or carelessly","1"," deal with inadequately and superficially"
"skimp_over","social","treat hurriedly or avoid dealing with properly","1","treat hurriedly or avoid dealing with properly"
"skipper","social","work as the skipper on a vessel","1","work as the skipper on a vessel"
"skulk","social","avoid responsibilities and duties, e.g., by pretending to be ill","2","avoid responsibilities and duties, e.g., by pretending to be ill"
"slack","social","avoid responsibilities and work, be idle","1","avoid responsibilities and work, be idle"
"slam-dunk","social","make a forceful move against","1"," ""the electronic travel market is slam-dunking traditional travel agencies"""
"slate","social","enter on a list or slate for an election","2"," ""He was slated for borough president"""
"slave","social","work very hard, like a slave","1","work very hard, like a slave"
"slay","social","kill intentionally and with premeditation","1"," ""The mafia boss ordered his enemies murdered"""
"sliver","social","divide into slivers or splinters","1","divide into slivers or splinters"
"slog","social","work doggedly or persistently","1"," ""She keeps plugging away at her dissertation"""
"slug","social","be idle","2"," exist in a changeless situation; ""The old man sat and stagnated on his porch""; ""He slugged in bed all morning"""
"slum","social","spend time at a lower socio-economic level than one's own, motivated by curiosity or desire for adventure","1"," usage considered condescending and insensitive; ""attending a motion picture show by the upper class was considered sluming in the early 20th century"""
"slur_over","social","treat hurriedly or avoid dealing with properly","1","treat hurriedly or avoid dealing with properly"
"smatter","social","work with in an amateurish manner","1"," ""She dabbles in astronomy""; ""He plays around with investments but he never makes any money"""
"smooth_over","social","treat hurriedly or avoid dealing with properly","2","treat hurriedly or avoid dealing with properly"
"sneak","social","put, bring, or take in a secretive or furtive manner","3"," ""sneak a look""; ""sneak a cigarette"""
"snooker","social","fool or dupe","1"," ""He was snookered by the con-man's smooth talk"""
"socialise","social","take part in social activities","1"," interact with others; ""He never socializes with his colleagues""; ""The old man hates to socialize"""
"socialize","social","take part in social activities","2"," interact with others; ""He never socializes with his colleagues""; ""The old man hates to socialize"""
"sodomise","social","copulate with an animal","1","copulate with an animal"
"sodomize","social","copulate with an animal","1","copulate with an animal"
"solemnise","social","observe or perform with dignity or gravity","1"," ""The King solemnized this day of morning"""
"solemnize","social","observe or perform with dignity or gravity","1"," ""The King solemnized this day of morning"""
"solicit","social","make amorous advances towards","2"," ""John is courting Mary"""
"sophisticate","social","make less natural or innocent","1"," ""Their manners had sophisticated the young girls"""
"sort","social","examine in order to test suitability","1"," ""screen these samples""; ""screen the job applicants"""
"sort_out","social","punish in order to gain control or enforce obedience","3"," ""The teacher disciplined the pupils rather frequently"""
"sovietise","social","bring under Soviet control, of a country","1","bring under Soviet control, of a country"
"sovietize","social","bring under Soviet control, of a country","1","bring under Soviet control, of a country"
"spare","social","refrain from harming","4","refrain from harming"
"speak_for","social","be a spokesperson for","2"," ""He represents the Government's position"""
"spearhead","social","be the leader of","2"," ""She spearheaded the effort to find a cure for the disease"""
"specialise","social","devote oneself to a special area of work","1"," ""She specializes in honey bees""; ""This baker specializes in French bread"""
"specialize","social","devote oneself to a special area of work","4"," ""She specializes in honey bees""; ""This baker specializes in French bread"""
"spell","social","relieve (someone) from work by taking a turn","4"," ""She spelled her husband at the wheel"""
"spike","social","stand in the way of","1","stand in the way of"
"splash_around","social","play in or as if in water, as of small children","1","play in or as if in water, as of small children"
"splice","social","perform a marriage ceremony","2"," ""The minister married us on Saturday""; ""We were wed the following week""; ""The couple got spliced on Hawaii"""
"splinter","social","withdraw from an organization or communion","4"," ""After the break up of the Soviet Union, many republics broke away"""
"split","social","separate into parts or portions","6"," ""divide the cake into three equal parts""; ""The British carved up the Ottoman Empire after World War I"""
"split_up","social","get a divorce","1"," formally terminate a marriage; ""The couple divorced after only 6 months"""
"spoil","social","make a mess of, destroy or ruin","4"," ""I botched the dinner and we had to eat out""; ""the pianist screwed up the difficult passage in the second movement"""
"sponsor","social","do one's shopping at","3"," do business with; be a customer or client of"
"spot_promote","social","promote on the spot","2"," ""Supreme Bishop Digby had been spot-promoted to Archangel"""
"spur","social","incite or stimulate","5"," ""The Academy was formed to spur research"""
"squeak_by","social","manage one's existence barely","1"," ""I guess I can squeeze by on this lousy salary"""
"squeeze","social","to cause to do through pressure or necessity, by physical, moral or intellectual means :""She forced him to take a job in the city""","4"," ""He squeezed her for information"""
"squeeze_by","social","manage one's existence barely","1"," ""I guess I can squeeze by on this lousy salary"""
"squeeze_for","social","squeeze someone for money, information, etc.","1","squeeze someone for money, information, etc."
"squeeze_out","social","force out","4"," ""Some employees were squeezed out by the recent budget cuts"""
"stable","social","shelter in a stable","2"," ""stable horses"""
"stag","social","attend a dance or a party without a female companion","1","attend a dance or a party without a female companion"
"stagnate","social","be idle","1"," exist in a changeless situation; ""The old man sat and stagnated on his porch""; ""He slugged in bed all morning"""
"stake","social","put at risk","4"," ""I will stake my good reputation for this"""
"stall","social","put into, or keep in, a stall","4"," ""Stall the horse"""
"stampede","social","cause a group or mass of people to act on an impulse or hurriedly and impulsively","2"," ""The tavern owners stampeded us into overeating"""
"stand_guard","social","watch over so as to protect","2"," ""We must stand sentinel to protect ourselves""; ""The jewels over which they kept guard were stolen"""
"stand_sentinel","social","watch over so as to protect","2"," ""We must stand sentinel to protect ourselves""; ""The jewels over which they kept guard were stolen"""
"stand_watch","social","watch over so as to protect","2"," ""We must stand sentinel to protect ourselves""; ""The jewels over which they kept guard were stolen"""
"start","social","begin work or acting in a certain capacity, office or job","12"," ""Take up a position""; ""start a new job"""
"stave_off","social","prevent the occurrence of","2"," prevent from happening; ""Let's avoid a confrontation""; ""head off a confrontation""; ""avert a strike"""
"stay","social","stop a judicial process","7"," ""The judge stayed the execution order"""
"stay_together","social","be loyal to one another, especially in times of trouble","2"," ""The two families stuck together throughout the war"""
"steamroll","social","bring to a specified state by overwhelming force or pressure","1"," ""The Senator steamrollered the bill to defeat"""
"steamroller","social","bring to a specified state by overwhelming force or pressure","1"," ""The Senator steamrollered the bill to defeat"""
"steer","social","be a guiding or motivating force or drive","4"," ""The teacher steered the gifted students towards the more challenging courses"""
"step","social","cause (a computer) to execute a single command","3","cause (a computer) to execute a single command"
"step_down","social","give up or retire from a position","2"," ""The Secretary of the Navy will leave office next month""; ""The chairman resigned over the financial scandal"""
"step_in","social","get involved, so as to alter or hinder an action, or through force or threat of force","2"," ""Why did the U.S. not intervene earlier in WW II?"""
"stet","social","printing: cancel, as of a correction or deletion","1","printing: cancel, as of a correction or deletion"
"stick_together","social","be loyal to one another, especially in times of trouble","2"," ""The two families stuck together throughout the war"""
"stigmatise","social","to accuse or condemn or openly or formally or brand as disgraceful","1"," ""He denounced the government action""; ""She was stigmatized by society because she had a child out of wedlock"""
"stigmatize","social","to accuse or condemn or openly or formally or brand as disgraceful","1"," ""He denounced the government action""; ""She was stigmatized by society because she had a child out of wedlock"""
"stir_up","social","try to stir up public opinion","4","try to stir up public opinion"
"stock-take","social","make or include in an itemized record or report","1"," ""Inventory all books before the end of the year"""
"stoke","social","stir up or tend","2"," of a fire"
"stoop","social","debase oneself morally, act in an undignified, unworthy, or dishonorable way","2"," ""I won't stoop to reading other people's mail"""
"stop","social","stop from happening or developing","10"," ""Block his election""; ""Halt the process"""
"straiten","social","bring into difficulties or distress, especially financial hardship","1","bring into difficulties or distress, especially financial hardship"
"stratify","social","divide society into social classes or castes","3"," ""Income distribution often stratifies a society"""
"street-walk","social","walk the streets in search of customers","1"," ""The prostitute is street-walking every night"""
"streetwalk","social","walk the streets in search of customers","1"," ""The prostitute is street-walking every night"""
